年	州	州略号	州FIPSコード	州CENコード	州ICコード	役職	候補者	政党	主要政党	書き込み投票	候補者得票数	総投票数	バージョン
2016	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ドナルド・J・トランプ	共和党	共和党	FALSE	4617886	9420039	20171015
1976	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ユージン・“ジーン”・マッカーシー	無所属	その他	FALSE	23643	3150631	20171015
1976	フロリダ	FL	12	59	43	アメリカ合衆国大統領	トーマス・J・アンダーソン	アメリカ党	その他	FALSE	21325	3150631	20171015
1976	フロリダ	FL	12	59	43	アメリカ合衆国大統領			その他	TRUE	132	3150631	20171015
1980	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ジョン・B・アンダーソン	無所属	その他	FALSE	189692	3686927	20171015
1980	フロリダ	FL	12	59	43	アメリカ合衆国大統領	エドワード・“エド”・クラーク	リバタリアン党	その他	FALSE	30524	3686927	20171015
1980	フロリダ	FL	12	59	43	アメリカ合衆国大統領			その他	TRUE	285	3686927	20171015
1984	フロリダ	FL	12	59	43	アメリカ合衆国大統領	その他		その他	FALSE	885	4180051	20171015
1988	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ロナルド・“ロン”・ポール	リバタリアン党	その他	FALSE	19796	4302313	20171015
1988	フロリダ	FL	12	59	43	アメリカ合衆国大統領	レノーラ・フラーニ	新連合党	その他	FALSE	6655	4302313	20171015
1988	フロリダ	FL	12	59	43	アメリカ合衆国大統領			その他	TRUE	276	4302313	20171015
1992	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ロス・ペロー	無所属	その他	FALSE	1053067	5313392	20171015
1992	フロリダ	FL	12	59	43	アメリカ合衆国大統領	アンドレ・マルー	リバタリアン党	その他	FALSE	15079	5313392	20171015
1992	フロリダ	FL	12	59	43	アメリカ合衆国大統領			その他	TRUE	238	5313392	20171015
1996	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ロス・ペロー	改革党	その他	FALSE	483870	5303154	20171015
1996	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ハリー・ブラウン	リバタリアン党	その他	FALSE	23326	5303154	20171015
1996	フロリダ	FL	12	59	43	アメリカ合衆国大統領			その他	TRUE	4552	5303154	20171015
2000	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ラルフ・ネーダー	緑の党	その他	FALSE	97488	5963110	20171015
2000	フロリダ	FL	12	59	43	アメリカ合衆国大統領	パトリック・“パット”・ブキャナン	改革党	その他	FALSE	17484	5963110	20171015
2000	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ハリー・ブラウン	リバタリアン党	その他	FALSE	16415	5963110	20171015
2000	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ジョン・ハゲリン	自然法党	その他	FALSE	2281	5963110	20171015
2000	フロリダ	FL	12	59	43	アメリカ合衆国大統領	モニカ・ムーアヘッド	労働者世界党	その他	FALSE	1804	5963110	20171015
2000	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ハワード・フィリップス	憲法党	その他	FALSE	1371	5963110	20171015
2000	フロリダ	FL	12	59	43	アメリカ合衆国大統領	デイヴィッド・マクレイノルズ	社会党	その他	FALSE	622	5963110	20171015
2000	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ジェームズ・ハリス	社会主義労働者党	その他	FALSE	562	5963110	20171015
2000	フロリダ	FL	12	59	43	アメリカ合衆国大統領			その他	TRUE	40	5963110	20171015
2004	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ラルフ・ネーダー	改革党	その他	FALSE	32971	7609810	20171015
2004	フロリダ	FL	12	59	43	アメリカ合衆国大統領	マイケル・バドナリック	リバタリアン党	その他	FALSE	11996	7609810	20171015
2004	フロリダ	FL	12	59	43	アメリカ合衆国大統領	マイケル・ペルートカ	フロリダ憲法党	その他	FALSE	6626	7609810	20171015
2004	フロリダ	FL	12	59	43	アメリカ合衆国大統領	デイヴィッド・コブ	緑の党	その他	FALSE	3917	7609810	20171015
2004	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ウォルト・ブラウン	フロリダ社会党	その他	FALSE	3502	7609810	20171015
2004	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ロジャー・カレロ	社会主義労働者党	その他	FALSE	2732	7609810	20171015
2008	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ラルフ・ネーダー	フロリダ環境党	その他	FALSE	28124	8390744	20171015
2008	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ボブ・バー	リバタリアン党	その他	FALSE	17218	8390744	20171015
2008	フロリダ	FL	12	59	43	アメリカ合衆国大統領	チャールズ・“チャック”・ボールドウィン	憲法党	その他	FALSE	7915	8390744	20171015
2008	フロリダ	FL	12	59	43	アメリカ合衆国大統領	シンシア・マッキニー	緑の党	その他	FALSE	2887	8390744	20171015
2008	フロリダ	FL	12	59	43	アメリカ合衆国大統領	アラン・キーズ	アメリカ独立党（アメリカズ）	その他	FALSE	2550	8390744	20171015
2008	フロリダ	FL	12	59	43	アメリカ合衆国大統領	グロリア・エステラ・ラ・リバ	社会主義解放党	その他	FALSE	1516	8390744	20171015
2008	フロリダ	FL	12	59	43	アメリカ合衆国大統領	チャールズ・ジェイ	ボストン茶会党	その他	FALSE	795	8390744	20171015
2008	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ロジャー・カレロ	社会主義労働者党	その他	FALSE	533	8390744	20171015
2008	フロリダ	FL	12	59	43	アメリカ合衆国大統領	トーマス・R・スティーブンス	客観主義党	その他	FALSE	419	8390744	20171015
2008	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ブライアン・ムーア	社会党	その他	FALSE	405	8390744	20171015
2008	フロリダ	FL	12	59	43	アメリカ合衆国大統領			その他	TRUE	391	8390744	20171015
2008	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ジーン・アモンドソン	禁酒党	その他	FALSE	293	8390744	20171015
2012	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ゲイリー・ジョンソン	リバタリアン党	その他	FALSE	44726	8474179	20171015
2012	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ジル・スタイン	緑の党	その他	FALSE	8947	8474179	20171015
2012	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ロザンヌ・バー	平和と自由党	その他	FALSE	8154	8474179	20171015
2012	フロリダ	FL	12	59	43	アメリカ合衆国大統領	トーマス・ロバート・“トム”・スティーブンス	客観主義党	その他	FALSE	3856	8474179	20171015
2012	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ヴァージル・ハムリン・グッド・Jr	憲法党	その他	FALSE	2607	8474179	20171015
2012	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ロス・カール・“ロッキー”・アンダーソン	正義党	その他	FALSE	1754	8474179	20171015
2012	フロリダ	FL	12	59	43	アメリカ合衆国大統領	トーマス・コンラッド・“トム”・ヘフリング	アメリカ独立党	その他	FALSE	946	8474179	20171015
2012	フロリダ	FL	12	59	43	アメリカ合衆国大統領	アンドレ・バーネット	改革党	その他	FALSE	820	8474179	20171015
2012	フロリダ	FL	12	59	43	アメリカ合衆国大統領	スチュワート・アレクサンダー	社会党	その他	FALSE	799	8474179	20171015
2012	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ペタ・リンゼイ	社会主義解放党	その他	FALSE	322	8474179	20171015
2012	フロリダ	FL	12	59	43	アメリカ合衆国大統領			その他	TRUE	45	8474179	20171015
2016	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ゲイリー・ジョンソン	リバタリアン党	その他	FALSE	207043	9420039	20171015
2016	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ジル・スタイン	緑の党	その他	FALSE	64399	9420039	20171015
2016	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ダレル・L・キャッスル	憲法党	その他	FALSE	16475	9420039	20171015
2016	フロリダ	FL	12	59	43	アメリカ合衆国大統領	ロキ・デ・ラ・フエンテ	改革党	その他	FALSE	9108	9420039	20171015
2016	フロリダ	FL	12	59	43	アメリカ合衆国大統領			その他	TRUE	153	9420039	20171015
1976	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ジミー・カーター	民主党	民主党	FALSE	979409	1463152	20171015
1980	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ジミー・カーター	民主党	民主党	FALSE	890955	1596805	20171015
1984	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ウォルター・モンデール	民主党	民主党	FALSE	706628	1776103	20171015
1988	ジョージア	GA	13	58	44	アメリカ合衆国大統領	マイケル・デュカキス	民主党	民主党	FALSE	714792	1809672	20171015
1992	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ビル・クリントン	民主党	民主党	FALSE	1008966	2321133	20171015
1996	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ビル・クリントン	民主党	民主党	FALSE	1053849	2298899	20171015
2000	ジョージア	GA	13	58	44	アメリカ合衆国大統領	アル・ゴア	民主党	民主党	FALSE	1116230	2583208	20171015
2004	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ジョン・ケリー	民主党	民主党	FALSE	1366149	3301875	20171015
2008	ジョージア	GA	13	58	44	アメリカ合衆国大統領	バラク・H・オバマ	民主党	民主党	FALSE	1844123	3924486	20171015
2012	ジョージア	GA	13	58	44	アメリカ合衆国大統領	バラク・H・オバマ	民主党	民主党	FALSE	1773827	3897839	20171015
2016	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ヒラリー・クリントン	民主党	民主党	FALSE	1877963	4114732	20171015
1976	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ジェラルド・フォード	共和党	共和党	FALSE	483743	1463152	20171015
1980	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ロナルド・レーガン	共和党	共和党	FALSE	654168	1596805	20171015
1984	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ロナルド・レーガン	共和党	共和党	FALSE	1068722	1776103	20171015
1988	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ジョージ・H・W・ブッシュ	共和党	共和党	FALSE	1081331	1809672	20171015
1992	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ジョージ・H・W・ブッシュ	共和党	共和党	FALSE	995252	2321133	20171015
1996	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ロバート・ドール	共和党	共和党	FALSE	1080843	2298899	20171015
2000	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ジョージ・W・ブッシュ	共和党	共和党	FALSE	1419720	2583208	20171015
2004	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ジョージ・W・ブッシュ	共和党	共和党	FALSE	1914254	3301875	20171015
2008	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ジョン・マケイン	共和党	共和党	FALSE	2048759	3924486	20171015
2012	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ミット・ロムニー	共和党	共和党	FALSE	2078688	3897839	20171015
2016	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ドナルド・J・トランプ	共和党	共和党	FALSE	2089104	4114732	20171015
1980	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ジョン・B・アンダーソン	無所属	その他	FALSE	36055	1596805	20171015
1980	ジョージア	GA	13	58	44	アメリカ合衆国大統領	エドワード・“エド”・クラーク	リバタリアン党	その他	FALSE	15627	1596805	20171015
1984	ジョージア	GA	13	58	44	アメリカ合衆国大統領	その他		その他	FALSE	753	1776103	20171015
1988	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ロナルド・“ロン”・ポール	リバタリアン党	その他	FALSE	8435	1809672	20171015
1988	ジョージア	GA	13	58	44	アメリカ合衆国大統領	レノーラ・フラーニ	新連合党	その他	FALSE	5099	1809672	20171015
1988	ジョージア	GA	13	58	44	アメリカ合衆国大統領			その他	TRUE	15	1809672	20171015
1992	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ロス・ペロー	無所属	その他	FALSE	309657	2321133	20171015
1992	ジョージア	GA	13	58	44	アメリカ合衆国大統領	アンドレ・マルー	リバタリアン党	その他	FALSE	7110	2321133	20171015
1992	ジョージア	GA	13	58	44	アメリカ合衆国大統領			その他	TRUE	148	2321133	20171015
1996	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ロス・ペロー	改革党	その他	FALSE	146337	2298899	20171015
1996	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ハリー・ブラウン	リバタリアン党	その他	FALSE	17870	2298899	20171015
2000	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ハリー・ブラウン	リバタリアン党	その他	FALSE	36332	2583208	20171015
2000	ジョージア	GA	13	58	44	アメリカ合衆国大統領	パトリック・“パット”・ブキャナン	無所属	その他	FALSE	10926	2583208	20171015
2004	ジョージア	GA	13	58	44	アメリカ合衆国大統領	マイケル・バドナリック	リバタリアン党	その他	FALSE	18387	3301875	20171015
2004	ジョージア	GA	13	58	44	アメリカ合衆国大統領	その他		その他	TRUE	3085	3301875	20171015
2008	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ボブ・バー	リバタリアン党	その他	FALSE	28731	3924486	20171015
2008	ジョージア	GA	13	58	44	アメリカ合衆国大統領			その他	TRUE	1715	3924486	20171015
2008	ジョージア	GA	13	58	44	アメリカ合衆国大統領		無所属	その他	TRUE	1158	3924486	20171015
2012	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ゲイリー・ジョンソン	リバタリアン党	その他	FALSE	45324	3897839	20171015
2016	ジョージア	GA	13	58	44	アメリカ合衆国大統領	ゲイリー・ジョンソン	リバタリアン党	その他	FALSE	125306	4114732	20171015
2016	ジョージア	GA	13	58	44	アメリカ合衆国大統領			その他	TRUE	22359	4114732	20171015
