年	州	州略号	政党（簡略）	政党（詳細）	得票数	得票率（%）
1992	デラウェア	DE	その他	無所属	59213	20.45
1992	デラウェア	DE	その他	新連合党	1105	0.38
1992	デラウェア	DE	リバタリアン党	リバタリアン党	935	0.32
1992	コロンビア特別区	DC	民主党	民主党	192619	84.64
1992	コロンビア特別区	DC	共和党	共和党	20698	9.10
1992	コロンビア特別区	DC	その他	無所属	9681	4.25
1992	コロンビア特別区	DC	その他	新連合党	1459	0.64
1992	コロンビア特別区	DC	その他	無所属	1446	0.64
1992	コロンビア特別区	DC	その他		676	0.30
1992	コロンビア特別区	DC	リバタリアン党	リバタリアン党	467	0.21
1992	コロンビア特別区	DC	その他	自然法党	230	0.10
1992	コロンビア特別区	DC	その他	社会党	191	0.08
1992	コロンビア特別区	DC	その他	社会主義労働者党	105	0.05
1992	フロリダ	FL	共和党	共和党	2173310	40.90
1992	フロリダ	FL	民主党	民主党	2071698	38.99
1992	フロリダ	FL	その他	無所属	1053067	19.82
1992	フロリダ	FL	リバタリアン党	リバタリアン党	15079	0.28
1992	フロリダ	FL	その他		238	0.00
1992	ジョージア	GA	民主党	民主党	1008966	43.47
1992	ジョージア	GA	共和党	共和党	995252	42.88
1992	ジョージア	GA	その他	無所属	309657	13.34
1992	ジョージア	GA	リバタリアン党	リバタリアン党	7110	0.31
1992	ジョージア	GA	その他		148	0.01
1992	ハワイ	HI	民主党	民主党	179310	48.09
1992	ハワイ	HI	共和党	共和党	136822	36.70
1992	ハワイ	HI	その他	無所属	53003	14.22
1992	ハワイ	HI	その他	無所属	1452	0.39
1992	ハワイ	HI	リバタリアン党	リバタリアン党	1119	0.30
1992	ハワイ	HI	その他	新連合党	720	0.19
1992	ハワイ	HI	その他	自然法党	416	0.11
1992	アイダホ	ID	共和党	共和党	202645	42.03
1992	アイダホ	ID	民主党	民主党	137013	28.42
1992	アイダホ	ID	その他	無所属	130395	27.05
1992	アイダホ	ID	その他	無所属	10894	2.26
1992	アイダホ	ID	リバタリアン党	リバタリアン党	1167	0.24
1992	イリノイ	IL	民主党	民主党	2453350	48.58
1992	イリノイ	IL	共和党	共和党	1734096	34.34
1992	イリノイ	IL	その他	無所属	840515	16.64
1992	イリノイ	IL	リバタリアン党	リバタリアン党	9218	0.18
1992	イリノイ	IL	その他	新連合党	5267	0.10
1992	イリノイ	IL	その他	ポピュリスト党	3577	0.07
1992	イリノイ	IL	その他	自然法党	2751	0.05
1992	イリノイ	IL	その他	社会主義労働者党	1361	0.03
1992	イリノイ	IL	その他		22	0.00
1992	インディアナ	IN	共和党	共和党	989375	42.91
1992	インディアナ	IN	民主党	民主党	848420	36.79
1992	インディアナ	IN	その他	無所属	455934	19.77
1992	インディアナ	IN	リバタリアン党	リバタリアン党	7936	0.34
1992	インディアナ	IN	その他	新連合党	2583	0.11
1992	インディアナ	IN	その他		1623	0.07
1992	アイオワ	IA	民主党	民主党	586353	43.29
1992	アイオワ	IA	共和党	共和党	504891	37.27
1992	アイオワ	IA	その他	無所属	253468	18.71
1992	アイオワ	IA	その他	自然法党	3079	0.23
1992	アイオワ	IA	その他		1753	0.13
1992	アイオワ	IA	その他	アメリカ第一党	1177	0.09
1992	アイオワ	IA	リバタリアン党	リバタリアン党	1076	0.08
1992	アイオワ	IA	その他		741	0.05
1992	アイオワ	IA	その他	草の根党	669	0.05
1992	アイオワ	IA	その他	納税者党	480	0.04
1992	アイオワ	IA	その他	社会主義労働者党	273	0.02
1992	アイオワ	IA	その他	経済再建無所属連合	238	0.02
1992	アイオワ	IA	その他	新しい明日のためのキャンペーン	212	0.02
1992	アイオワ	IA	その他	新連合党	197	0.01
1992	カンザス	KS	共和党	共和党	449951	38.88
1992	カンザス	KS	民主党	民主党	390434	33.74
1992	カンザス	KS	その他	無所属	312358	26.99
1992	カンザス	KS	リバタリアン党	リバタリアン党	4314	0.37
1992	カンザス	KS	その他		179	0.02
1992	ケンタッキー	KY	民主党	民主党	665104	44.55
1992	ケンタッキー	KY	共和党	共和党	617178	41.34
1992	ケンタッキー	KY	その他	無所属	203944	13.66
1992	ケンタッキー	KY	リバタリアン党	リバタリアン党	4513	0.30
1992	ケンタッキー	KY	その他	納税者党	989	0.07
1992	ケンタッキー	KY	その他	自然法党	695	0.05
1992	ケンタッキー	KY	その他	新連合党	430	0.03
1992	ケンタッキー	KY	その他		47	0.00
1992	ルイジアナ	LA	民主党	民主党	815971	45.58
1992	ルイジアナ	LA	共和党	共和党	733386	40.97
1992	ルイジアナ	LA	その他	無所属	211478	11.81
1992	ルイジアナ	LA	その他	アメリカ第一党	18545	1.04
1992	ルイジアナ	LA	リバタリアン党	リバタリアン党	3155	0.18
1992	ルイジアナ	LA	その他	平等な正義と機会党	1663	0.09
1992	ルイジアナ	LA	その他	納税者党	1552	0.09
1992	ルイジアナ	LA	その他	より完全な民主主義党	1434	0.08
1992	ルイジアナ	LA	その他	正義・産業・農業党	1136	0.06
1992	ルイジアナ	LA	その他	自然法党	889	0.05
1992	ルイジアナ	LA	その他	無所属	808	0.05
1992	メイン	ME	民主党	民主党	263420	38.77
1992	メイン	ME	その他	無所属	206820	30.44
1992	メイン	ME	共和党	共和党	206504	30.39
1992	メイン	ME	リバタリアン党	リバタリアン党	1681	0.25
1992	メイン	ME	その他	新連合党	519	0.08
1992	メイン	ME	その他	納税者党	464	0.07
1992	メイン	ME	その他		91	0.01
1992	メリーランド	MD	民主党	民主党	988571	49.81
1992	メリーランド	MD	共和党	共和党	707094	35.63
1992	メリーランド	MD	その他	無所属	281414	14.18
1992	メリーランド	MD	リバタリアン党	リバタリアン党	4715	0.24
1992	メリーランド	MD	その他	新連合党	2786	0.14
1992	マサチューセッツ	MA	民主党	民主党	1318639	47.54
1992	マサチューセッツ	MA	共和党	共和党	805039	29.02
1992	マサチューセッツ	MA	その他	無所属	630731	22.74
1992	マサチューセッツ	MA	リバタリアン党	リバタリアン党	9021	0.33
1992	マサチューセッツ	MA	その他	新連合党	3172	0.11
1992	マサチューセッツ	MA	その他	無所属有権者	2218	0.08
1992	マサチューセッツ	MA	その他		1990	0.07
1992	マサチューセッツ	MA	その他	自然法党	1812	0.07
1992	マサチューセッツ	MA	その他	ラルーシュ大統領党	1027	0.04
1992	マサチューセッツ	MA	その他	米国社会党	13	0.00
1992	マサチューセッツ	MA	その他	禁酒党	2	0.00
1992	ミシガン	MI	民主党	民主党	1871182	43.77
1992	ミシガン	MI	共和党	共和党	1554940	36.38
1992	ミシガン	MI	その他	無所属	824813	19.30
1992	ミシガン	MI	リバタリアン党	リバタリアン党	10175	0.24
1992	ミシガン	MI	その他	ティッシュ独立市民党	8263	0.19
1992	ミシガン	MI	その他	自然法党	2954	0.07
1992	ミシガン	MI	その他	労働者世界党	1432	0.03
1992	ミシガン	MI	その他		914	0.02
1992	ミネソタ	MN	民主党	民主党	1020997	43.48
1992	ミネソタ	MN	共和党	共和党	747841	31.85
1992	ミネソタ	MN	その他	無所属	562506	23.96
1992	ミネソタ	MN	リバタリアン党	リバタリアン党	3374	0.14
1992	ミネソタ	MN	その他	憲法党	3363	0.14
1992	ミネソタ	MN	その他	草の根党	2659	0.11
1992	ミネソタ	MN	その他		2499	0.11
1992	ミネソタ	MN	その他	自然法党	1406	0.06
1992	ミネソタ	MN	その他	社会主義労働者党	990	0.04
1992	ミネソタ	MN	その他	新連合党	958	0.04
1992	ミネソタ	MN	その他	納税者党	733	0.03
1992	ミネソタ	MN	その他	経済再建無所属連合	622	0.03
1992	ミシシッピ	MS	共和党	共和党	487793	49.68
1992	ミシシッピ	MS	民主党	民主党	400258	40.77
1992	ミシシッピ	MS	その他	無所属	85626	8.72
1992	ミシシッピ	MS	その他	無所属	4310	0.44
1992	ミシシッピ	MS	リバタリアン党	リバタリアン党	2154	0.22
1992	ミシシッピ	MS	その他	納税者党	1652	0.17
1992	ミズーリ	MO	民主党	民主党	1053873	44.07
1992	ミズーリ	MO	共和党	共和党	811159	33.92
1992	ミズーリ	MO	その他	無所属	518741	21.69
1992	ミズーリ	MO	リバタリアン党	リバタリアン党	7497	0.31
1992	モンタナ	MT	民主党	民主党	154507	37.63
1992	モンタナ	MT	共和党	共和党	144207	35.12
1992	モンタナ	MT	その他	無所属	107225	26.12
1992	モンタナ	MT	その他	無所属	3658	0.89
1992	モンタナ	MT	リバタリアン党	リバタリアン党	986	0.24
1992	ネブラスカ	NE	共和党	共和党	343678	46.60
1992	ネブラスカ	NE	民主党	民主党	216864	29.40
1992	ネブラスカ	NE	その他	無所属	174104	23.61
1992	ネブラスカ	NE	その他	無所属	1560	0.21
1992	ネブラスカ	NE	リバタリアン党	リバタリアン党	1340	0.18
1992	ネバダ	NV	民主党	民主党	189148	37.36
1992	ネバダ	NV	共和党	共和党	175828	34.73
1992	ネバダ	NV	その他	無所属	132580	26.19
1992	ネバダ	NV	その他	ポピュリスト党	2892	0.57
1992	ネバダ	NV	その他		2537	0.50
1992	ネバダ	NV	リバタリアン党	リバタリアン党	1835	0.36
1992	ネバダ	NV	その他	独立アメリカ党	677	0.13
1992	ネバダ	NV	その他	無所属	483	0.10
1992	ネバダ	NV	その他	自然法党	338	0.07
1992	ニューハンプシャー	NH	民主党	民主党	209040	38.91
1992	ニューハンプシャー	NH	共和党	共和党	202484	37.69
1992	ニューハンプシャー	NH	その他	無所属	121337	22.59
1992	ニューハンプシャー	NH	リバタリアン党	リバタリアン党	3548	0.66
1992	ニューハンプシャー	NH	その他	新連合党	512	0.10
1992	ニューハンプシャー	NH	その他	自然法党	294	0.05
1992	ニュージャージー	NJ	民主党	民主党	1436206	42.95
1992	ニュージャージー	NJ	共和党	共和党	1356865	40.58
1992	ニュージャージー	NJ	その他	無所属	521829	15.61
1992	ニュージャージー	NJ	リバタリアン党	リバタリアン党	6822	0.20
1992	ニュージャージー	NJ	その他	無所属	4749	0.14
1992	ニュージャージー	NJ	その他	新連合党	3513	0.11
1992	ニュージャージー	NJ	その他	納税者党	2670	0.08
1992	ニュージャージー	NJ	その他	600万雇用党	2095	0.06
1992	ニュージャージー	NJ	その他	社会主義労働者党	2011	0.06
1992	ニュージャージー	NJ	その他	ロン・ダニエルズ無所属	1996	0.06
1992	ニュージャージー	NJ	その他	アメリカ第一ポピュリスト党	1867	0.06
1992	ニュージャージー	NJ	その他	労働者同盟	1618	0.05
1992	ニュージャージー	NJ	その他	自然法党	1353	0.04
1992	ニューメキシコ	NM	民主党	民主党	261617	45.90
1992	ニューメキシコ	NM	共和党	共和党	212824	37.34
1992	ニューメキシコ	NM	その他	無所属	91895	16.12
1992	ニューメキシコ	NM	リバタリアン党	リバタリアン党	1615	0.28
1992	ニューメキシコ	NM	その他	納税者党	620	0.11
1992	ニューメキシコ	NM	その他	自然法党	562	0.10
1992	ニューメキシコ	NM	その他	新連合党	369	0.06
1992	ニューメキシコ	NM	その他	社会主義労働者党	183	0.03
1992	ニューメキシコ	NM	その他	労働者世界党	181	0.03
1992	ニューメキシコ	NM	その他	禁酒党	120	0.02
1992	ニューヨーク	NY	民主党	民主党	3346894	47.28
1992	ニューヨーク	NY	共和党	共和党	2041690	28.84
1992	ニューヨーク	NY	その他	無所属	1090721	15.41
1992	ニューヨーク	NY	その他	保守党	177000	2.50
1992	ニューヨーク	NY	その他		152951	2.16
1992	ニューヨーク	NY	その他	生命権党	127959	1.81
1992	ニューヨーク	NY	その他	自由党（リベラル）	97556	1.38
1992	ニューヨーク	NY	その他	社会主義労働者党	15472	0.22
1992	ニューヨーク	NY	リバタリアン党	リバタリアン党	13451	0.19
1992	ニューヨーク	NY	その他	新連合党	11318	0.16
1992	ニューヨーク	NY	その他	自然法党	4420	0.06
1992	ノースカロライナ	NC	共和党	共和党	1134661	43.44
1992	ノースカロライナ	NC	民主党	民主党	1114042	42.65
1992	ノースカロライナ	NC	その他	無所属	357864	13.70
1992	ノースカロライナ	NC	リバタリアン党	リバタリアン党	5171	0.20
1992	ノースカロライナ	NC	その他	新連合党	59	0.00
1992	ノースカロライナ	NC	その他	自然法党	41	0.00
1992	ノースカロライナ	NC	その他	社会主義労働者党	12	0.00
1992	ノースダコタ	ND	共和党	共和党	136244	44.22
1992	ノースダコタ	ND	民主党	民主党	99168	32.18
1992	ノースダコタ	ND	その他	無所属	71084	23.07
1992	ノースダコタ	ND	その他		1637	0.53
1992	オハイオ	OH	民主党	民主党	1984942	40.18
1992	オハイオ	OH	共和党	共和党	1894310	38.35
1992	オハイオ	OH	その他	無所属	1036426	20.98
1992	オハイオ	OH	その他	無所属	24247	0.49
1992	オハイオ	OH	その他		42	0.00
1992	オクラホマ	OK	共和党	共和党	592929	42.65
1992	オクラホマ	OK	民主党	民主党	473066	34.02
1992	オクラホマ	OK	その他	無所属	319878	23.01
1992	オクラホマ	OK	リバタリアン党	リバタリアン党	4486	0.32
1992	オレゴン	OR	民主党	民主党	621314	42.48
1992	オレゴン	OR	共和党	共和党	475757	32.53
1992	オレゴン	OR	その他	無所属	354091	24.21
1992	オレゴン	OR	リバタリアン党	リバタリアン党	4277	0.29
1992	オレゴン	OR	その他	新連合党	3030	0.21
1992	オレゴン	OR	その他		2609	0.18
1992	オレゴン	OR	その他		1565	0.11
1992	ペンシルベニア	PA	民主党	民主党	2239164	45.15
1992	ペンシルベニア	PA	共和党	共和党	1791841	36.13
1992	ペンシルベニア	PA	その他	無所属	902667	18.20
1992	ペンシルベニア	PA	リバタリアン党	リバタリアン党	21477	0.43
1992	ペンシルベニア	PA	その他	新連合党	4661	0.09
1992	ロードアイランド	RI	民主党	民主党	213299	47.05
1992	ロードアイランド	RI	共和党	共和党	131601	29.03
1992	ロードアイランド	RI	その他	無所属	105045	23.17
1992	ロードアイランド	RI	その他	新連合党	1878	0.41
1992	ロードアイランド	RI	リバタリアン党	リバタリアン党	571	0.13
1992	ロードアイランド	RI	その他	ラルーシュ支持無所属連合	494	0.11
1992	ロードアイランド	RI	その他	自然法党	262	0.06
1992	ロードアイランド	RI	その他	納税者党	215	0.05
